time,SST
2003-12-06,10.951
2003-12-07,10.89
2003-12-08,10.911
2003-12-09,11.03
2003-12-10,11.043
2003-12-11,10.879
2003-12-12,10.747
2003-12-13,10.969
2003-12-14,11.235999999999999
2003-12-15,11.423
2003-12-16,11.872
2003-12-17,12.055
2003-12-18,12.083
2003-12-19,12.173
2003-12-20,12.092
2003-12-21,11.543
2003-12-22,11.565999999999999
2003-12-23,11.884
2003-12-24,11.596
2003-12-25,11.374
2003-12-26,11.722
2003-12-27,12.027
2003-12-28,12.214
2003-12-29,12.241
2003-12-30,12.104
2003-12-31,12.038
2004-01-01,12.350999999999999
2004-01-02,12.596
2004-01-03,12.6
2004-01-04,12.809
2004-01-05,12.985999999999999
2004-01-06,13.136
2004-01-07,13.515
2004-01-08,13.61
2004-01-09,13.193999999999999
2004-01-10,12.938
2004-01-11,13.219
2004-01-12,13.379999999999999
2004-01-13,13.398
2004-01-14,13.384
2004-01-15,13.64
2004-01-16,13.852
2004-01-17,13.84
2004-01-18,13.899
2004-01-19,13.969
2004-01-20,13.727
2004-01-21,13.536
2004-01-22,13.701
2004-01-23,13.754
2004-01-24,13.69
2004-01-25,13.613999999999999
2004-01-26,13.62
2004-01-27,13.702
2004-01-28,13.886
2004-01-29,13.901
2004-01-30,14.022
2004-01-31,14.173
2004-02-01,14.529
2004-02-02,14.834999999999999
2004-02-03,14.998
2004-02-04,15.197
2004-02-05,15.402
2004-02-06,15.615
2004-02-07,15.807
2004-02-08,15.664
2004-02-09,15.27
2004-02-10,14.808
2004-02-11,15.061
2004-02-12,14.828
2004-02-13,14.144
2004-02-14,13.713
2004-02-15,13.624
2004-02-16,13.623
2004-02-17,13.713
2004-02-18,13.798
2004-02-19,13.931
2004-02-20,13.658999999999999
2004-02-21,14.187
2004-02-22,14.296
2004-02-23,14.126999999999999
2004-02-24,13.738999999999999
2004-02-25,13.715
2004-02-26,14.25
2004-02-27,14.59
2004-02-28,14.719
2004-02-29,14.41
2004-03-01,14.105
2004-03-02,14.073
2004-03-03,14.147
2004-03-04,14.126
2004-03-05,13.906
2004-03-06,13.967
2004-03-07,14.068
2004-03-08,13.994
2004-03-09,14.116999999999999
2004-03-10,14.217
2004-03-11,14.339
2004-03-12,14.326
2004-03-13,14.109
2004-03-14,13.907
2004-03-15,13.967
2004-03-16,13.824
2004-03-17,13.668
2004-03-18,13.626999999999999
2004-03-19,13.709999999999999
2004-03-20,13.708
2004-03-21,13.722999999999999
2004-03-22,13.681
2004-03-23,13.899
2004-03-24,13.917
2004-03-25,13.506
2004-03-26,13.296
2004-03-27,13.379
2004-03-28,13.487
2004-03-29,13.163
2004-03-30,13.019
2004-03-31,12.857
2004-04-01,12.914
2004-04-02,13.189
2004-04-03,13.174999999999999
2004-04-04,13.081999999999999
2004-04-05,13.027
2004-04-06,12.777
2004-04-07,12.837
2004-04-08,12.717
2004-04-09,12.697
2004-04-10,12.708
2004-04-11,12.557
2004-04-12,12.424
2004-04-13,12.376
2004-04-14,12.498
2004-04-15,12.533999999999999
2004-04-16,12.358
2004-04-17,12.485999999999999
2004-04-18,11.995
2004-04-19,11.774
2004-04-20,11.706
2004-04-21,11.85
2004-04-22,11.772
2004-04-23,11.526
2004-04-24,11.404
2004-04-25,11.677
2004-04-26,11.687999999999999
2004-04-27,11.379
2004-04-28,11.479
2004-04-29,11.37
2004-04-30,11.228
2004-05-01,10.809
2004-05-02,10.561
2004-05-03,10.65
2004-05-04,10.777
2004-05-05,10.786999999999999
2004-05-06,10.491999999999999
2004-05-07,10.542
2004-05-08,10.525
2004-05-09,10.243
2004-05-10,10.020999999999999
2004-05-11,10.177
2004-05-12,9.914
2004-05-13,9.806
2004-05-14,10.024
2004-05-15,10.18
2004-05-16,9.821
2004-05-17,9.876
2004-05-18,9.852
2004-05-19,9.869
2004-05-20,9.727
2004-05-21,9.532
2004-05-22,9.591
2004-05-23,9.729
2004-05-24,9.858
2004-05-25,9.692
2004-05-26,9.698
2004-05-27,9.636
2004-05-28,9.562
2004-05-29,9.469999999999999
2004-05-30,9.344
2004-05-31,9.475
2004-06-01,9.447
2004-06-02,9.376999999999999
2004-06-03,9.198
2004-06-04,9.25
2004-06-05,9.388
2004-06-06,9.349
2004-06-07,9.182
2004-06-08,9.119
2004-06-09,9.217
2004-06-10,9.041
2004-06-11,8.977
2004-06-12,8.869
2004-06-13,8.803
2004-06-14,8.504000000000001
2004-06-15,8.431000000000001
2004-06-16,8.472000000000001
2004-06-17,8.524999999999999
2004-06-18,8.544999999999998
2004-06-19,8.265
2004-06-20,8.241
2004-06-21,8.288
2004-06-22,8.056999999999999
2004-06-23,7.916999999999998
2004-06-24,8.029
2004-06-25,7.992000000000001
2004-06-26,7.940999999999999
2004-06-27,8.137999999999998
2004-06-28,8.418
2004-06-29,8.614999999999998
2004-06-30,8.568000000000001
2004-07-01,8.318999999999999
2004-07-02,7.849999999999998
2004-07-03,7.847000000000001
2004-07-04,7.946999999999999
2004-07-05,7.998999999999999
2004-07-06,7.834
2004-07-07,7.722000000000001
2004-07-08,7.815999999999999
2004-07-09,7.942
2004-07-10,7.948
2004-07-11,7.98
2004-07-12,8.024999999999999
2004-07-13,7.911999999999999
2004-07-14,7.0760000000000005
2004-07-15,7.390000000000001
2004-07-16,7.443999999999999
2004-07-17,7.309999999999999
2004-07-18,7.34
2004-07-19,7.07
2004-07-20,7.018000000000001
2004-07-21,6.959
2004-07-22,7.0489999999999995
2004-07-23,7.381
2004-07-24,7.364000000000001
2004-07-25,7.4609999999999985
2004-07-26,7.462
2004-07-27,7.413999999999998
2004-07-28,7.163999999999998
2004-07-29,6.949999999999999
2004-07-30,6.861000000000001
2004-07-31,7.134
2004-08-01,7.302
2004-08-02,7.4239999999999995
2004-08-03,6.8969999999999985
2004-08-04,6.850999999999999
2004-08-05,6.783999999999999
2004-08-06,6.847999999999999
2004-08-07,6.7109999999999985
2004-08-08,6.515000000000001
2004-08-09,6.486000000000001
2004-08-10,6.591999999999999
2004-08-11,6.669999999999998
2004-08-12,6.512999999999998
2004-08-13,6.3870000000000005
2004-08-14,6.591999999999999
2004-08-15,6.649000000000001
2004-08-16,6.986000000000001
2004-08-17,7.119
2004-08-18,6.942
2004-08-19,6.847999999999999
2004-08-20,6.550999999999998
2004-08-21,6.413999999999998
2004-08-22,6.559000000000001
2004-08-23,6.687000000000001
2004-08-24,6.818999999999999
2004-08-25,6.562999999999999
2004-08-26,6.626999999999999
2004-08-27,6.541
2004-08-28,6.484999999999999
2004-08-29,6.462
2004-08-30,6.416
2004-08-31,6.355999999999998
2004-09-01,6.291
2004-09-02,6.472999999999999
2004-09-03,6.698
2004-09-04,6.704999999999998
2004-09-05,6.748999999999999
2004-09-06,7.053000000000001
2004-09-07,6.972999999999999
2004-09-08,6.602999999999998
2004-09-09,6.7330000000000005
2004-09-10,6.920999999999999
2004-09-11,6.960000000000001
2004-09-12,7.1370000000000005
2004-09-13,7.172000000000001
2004-09-14,7.158999999999999
2004-09-15,7.163
2004-09-16,7.151
2004-09-17,7.085000000000001
2004-09-18,7.1690000000000005
2004-09-19,7.137999999999998
2004-09-20,7.146000000000001
2004-09-21,7.172000000000001
2004-09-22,6.529
2004-09-23,6.699999999999999
2004-09-24,7.056000000000001
2004-09-25,7.244
2004-09-26,7.317
2004-09-27,7.3629999999999995
2004-09-28,7.271000000000001
2004-09-29,7.239999999999998
2004-09-30,7.126000000000001
2004-10-01,7.524000000000001
2004-10-02,7.637999999999998
2004-10-03,7.675000000000001
2004-10-04,7.6469999999999985
2004-10-05,7.541
2004-10-06,7.724999999999998
2004-10-07,7.771000000000001
2004-10-08,7.629000000000001
2004-10-09,7.7010000000000005
2004-10-10,7.721
2004-10-11,7.411999999999999
2004-10-12,7.425000000000001
2004-10-13,7.928000000000001
2004-10-14,8.113
2004-10-15,8.204999999999998
2004-10-16,8.122
2004-10-17,8.064
2004-10-18,8.041
2004-10-19,9.498
2004-10-20,9.289
2004-10-21,9.389
2004-10-22,6.908000000000001
2004-10-23,5.916999999999998
2004-10-24,6.805
2004-10-25,6.849
2004-10-26,6.759
2004-10-27,7.349
2004-10-28,7.175000000000001
2004-10-29,7.102
2004-10-30,7.478999999999999
2004-10-31,7.809999999999999
2004-11-01,7.969000000000001
2004-11-02,8.759999999999998
2004-11-03,8.867999999999999
2004-11-04,8.945
2004-11-05,9.105
2004-11-06,9.141
2004-11-07,9.558
2004-11-08,9.866999999999999
2004-11-09,9.751999999999999
2004-11-10,9.733
2004-11-11,9.769
2004-11-12,9.610999999999999
2004-11-13,8.988
2004-11-14,9.102
2004-11-15,9.067
2004-11-16,9.485999999999999
2004-11-17,9.907
2004-11-18,9.988
2004-11-19,10.046
2004-11-20,10.183
2004-11-21,10.295
2004-11-22,10.881
2004-11-23,10.446
2004-11-24,10.347999999999999
2004-11-25,10.249
2004-11-26,10.866
2004-11-27,10.602
2004-11-28,10.968
2004-11-29,11.115
2004-11-30,11.244
2004-12-01,11.403
2004-12-02,11.706
2004-12-03,11.977
2004-12-04,12.139
2004-12-05,12.313
2004-12-06,12.295
2004-12-07,12.558
2004-12-08,12.719999999999999
2004-12-09,13.406
2004-12-10,13.34
2004-12-11,12.959
2004-12-12,12.539
2004-12-13,12.722
2004-12-14,12.858
2004-12-15,12.89
2004-12-16,12.815
2004-12-17,12.698
2004-12-18,12.684
2004-12-19,12.555
2004-12-20,12.379999999999999
2004-12-21,12.648
2004-12-22,12.769
2004-12-23,12.87
2004-12-24,13.006
2004-12-25,12.998
2004-12-26,12.911
2004-12-27,12.727
2004-12-28,12.921
2004-12-29,12.984
2004-12-30,12.789
2004-12-31,13.07
2005-01-01,13.161999999999999
2005-01-02,13.295
2005-01-03,13.458
2005-01-04,13.624
2005-01-05,13.597
2005-01-06,13.69
2005-01-07,13.938
2005-01-08,14.017999999999999
2005-01-09,13.997
2005-01-10,13.894
2005-01-11,13.623
2005-01-12,13.589
2005-01-13,13.767
2005-01-14,14.07
2005-01-15,14.097999999999999
2005-01-16,14.1
2005-01-17,13.934
2005-01-18,13.858
2005-01-19,13.669
2005-01-20,13.557
2005-01-21,13.5
2005-01-22,13.548
2005-01-23,13.535
2005-01-24,13.362
2005-01-25,13.482
2005-01-26,13.539
2005-01-27,13.517999999999999
2005-01-28,13.471
2005-01-29,13.66
2005-01-30,13.688
2005-01-31,13.732
2005-02-01,14.096
2005-02-02,13.972
2005-02-03,13.859
2005-02-04,13.985
2005-02-05,14.263
2005-02-06,14.462
2005-02-07,14.814
2005-02-08,14.844
2005-02-09,14.966
2005-02-10,14.881
2005-02-11,14.709
2005-02-12,14.502
2005-02-13,14.439
2005-02-14,14.035
2005-02-15,14.19
2005-02-16,14.556
2005-02-17,14.47
2005-02-18,14.572
2005-02-19,14.593
2005-02-20,13.838
2005-02-21,13.756
2005-02-22,13.581
2005-02-23,13.647
2005-02-24,13.875
2005-02-25,13.85
2005-02-26,13.638
2005-02-27,13.709999999999999
2005-02-28,13.638
2005-03-01,13.511
2005-03-02,13.841
2005-03-03,13.986
2005-03-04,14.055
2005-03-05,14.229
2005-03-06,14.111
2005-03-07,13.908999999999999
2005-03-08,13.556
2005-03-09,13.235
2005-03-10,13.14
2005-03-11,13.165
2005-03-12,13.286
2005-03-13,13.343
2005-03-14,13.276
2005-03-15,13.211
2005-03-16,13.45
2005-03-17,13.604
2005-03-18,13.556
2005-03-19,13.520999999999999
2005-03-20,13.423
2005-03-21,13.35
2005-03-22,13.232
2005-03-23,13.096
2005-03-24,13.263
2005-03-25,13.251
2005-03-26,13.164
2005-03-27,13.216
2005-03-28,12.981
2005-03-29,12.728
2005-03-30,12.734
2005-03-31,12.668
2005-04-01,12.584999999999999
2005-04-02,12.59
2005-04-03,12.529
2005-04-04,12.419
2005-04-05,12.416
2005-04-06,12.422
2005-04-07,12.388
2005-04-08,11.935
2005-04-09,11.847999999999999
2005-04-10,11.95
2005-04-11,11.778
2005-04-12,11.663
2005-04-13,11.551
2005-04-14,11.459999999999999
2005-04-15,11.572
2005-04-16,11.584
2005-04-17,11.485999999999999
2005-04-18,11.302
2005-04-19,11.135
2005-04-20,10.911
